model	objective	reaction	status	value
Cstr_16.xml	objective	Growth	optimal	0.0
Cstr_16.xml	objective	R_12DGR161tipp	optimal	38.317038
Cstr_16.xml	objective	R_12PPDRDH	optimal	38.317038
Cstr_16.xml	objective	R_1P2CBXLCYCL	optimal	38.317038
Cstr_16.xml	objective	R_1P2CBXLR	optimal	38.317038
Cstr_16.xml	objective	R_2AGPE120tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPE141tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPE161tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPEAT120	optimal	38.317038
Cstr_16.xml	objective	R_2AGPEAT141	optimal	38.317038
Cstr_16.xml	objective	R_2AGPEAT161	optimal	38.317038
Cstr_16.xml	objective	R_2AGPG120tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPG140tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPG141tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPG161tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPG180tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPG181tipp	optimal	38.317038
Cstr_16.xml	objective	R_2AGPGAT120	optimal	38.317038
Cstr_16.xml	objective	R_2AGPGAT140	optimal	38.317038
Cstr_16.xml	objective	R_2AGPGAT141	optimal	38.317038
Cstr_16.xml	objective	R_2AGPGAT161	optimal	38.317038
Cstr_16.xml	objective	R_2AGPGAT180	optimal	38.317038
Cstr_16.xml	objective	R_2AGPGAT181	optimal	38.317038
Cstr_16.xml	objective	R_2HH24DDH	optimal	38.317038
Cstr_16.xml	objective	R_2HH24DDH1	optimal	38.317038
Cstr_16.xml	objective	R_2MAHMP	optimal	38.317038
Cstr_16.xml	objective	R_3HBCOAHL	optimal	38.317038
Cstr_16.xml	objective	R_3HCINNMH	optimal	38.317038
Cstr_16.xml	objective	R_3MBt2pp	optimal	38.317038
Cstr_16.xml	objective	R_3MBt4pp	optimal	38.317038
Cstr_16.xml	objective	R_3MBtex	optimal	38.317038
Cstr_16.xml	objective	R_3OXCOAT	optimal	38.317038
Cstr_16.xml	objective	R_3PEPTabcpp	optimal	38.317038
Cstr_16.xml	objective	R_4ABUTD	optimal	38.317038
Cstr_16.xml	objective	R_4ABUTabcpp	optimal	38.317038
Cstr_16.xml	objective	R_4ABZGLUH	optimal	38.317038
Cstr_16.xml	objective	R_4ABZGLUtex	optimal	38.317038
Cstr_16.xml	objective	R_4ABZGLUtr	optimal	38.317038
Cstr_16.xml	objective	R_4H2KPILY	optimal	38.317038
Cstr_16.xml	objective	R_4HBAt	optimal	38.317038
Cstr_16.xml	objective	R_4HGLSD	optimal	38.317038
Cstr_16.xml	objective	R_5DGLCN_Et	optimal	38.317038
Cstr_16.xml	objective	R_5DGLCNt2rpp	optimal	38.317038
Cstr_16.xml	objective	R_5DGLCNtex	optimal	38.317038
Cstr_16.xml	objective	R_5DOAN	optimal	38.317038
Cstr_16.xml	objective	R_6ATHAtexi	optimal	38.317038
Cstr_16.xml	objective	R_AABTN	optimal	38.317038
Cstr_16.xml	objective	R_AACPS2	optimal	38.317038
Cstr_16.xml	objective	R_AACPS9	optimal	38.317038
Cstr_16.xml	objective	R_AALDH	optimal	38.317038
Cstr_16.xml	objective	R_ABG4t2	optimal	38.316939
Cstr_16.xml	objective	R_ABTA	optimal	38.265968
Cstr_16.xml	objective	R_ABUTD	optimal	38.317038
Cstr_16.xml	objective	R_ABUTt2pp	optimal	38.317038
Cstr_16.xml	objective	R_ABUTt2r	optimal	38.265968
Cstr_16.xml	objective	R_ABUTtex	optimal	38.317038
Cstr_16.xml	objective	R_ACACT1r	optimal	38.317038
Cstr_16.xml	objective	R_ACACT3r	optimal	38.317038
Cstr_16.xml	objective	R_ACAC_Et	optimal	38.317038
Cstr_16.xml	objective	R_ACALDt	optimal	38.317038
Cstr_16.xml	objective	R_ACCOAC	optimal	38.317038
Cstr_16.xml	objective	R_ACGAMPM	optimal	38.317038
Cstr_16.xml	objective	R_ACGApts	optimal	38.317038
Cstr_16.xml	objective	R_ACGAptspp	optimal	38.317038
Cstr_16.xml	objective	R_ACGAtex	optimal	38.317038
Cstr_16.xml	objective	R_ACGK	optimal	38.317038
Cstr_16.xml	objective	R_ACGLUtd	optimal	38.317038
Cstr_16.xml	objective	R_ACHBS	optimal	38.317038
Cstr_16.xml	objective	R_ACHBS2	optimal	38.317038
Cstr_16.xml	objective	R_ACKr	optimal	38.317038
Cstr_16.xml	objective	R_ACLDC	optimal	38.317038
Cstr_16.xml	objective	R_ACLS	optimal	38.317038
Cstr_16.xml	objective	R_ACLSa_1	optimal	38.317038
Cstr_16.xml	objective	R_ACLSb	optimal	38.254113
Cstr_16.xml	objective	R_ACLSb_1	optimal	38.317038
Cstr_16.xml	objective	R_ACOAD20	optimal	38.317038
Cstr_16.xml	objective	R_ACOAD20f	optimal	38.317038
Cstr_16.xml	objective	R_ACOAD21f	optimal	38.317038
Cstr_16.xml	objective	R_ACOAD23f	optimal	38.317038
Cstr_16.xml	objective	R_ACOAD24f	optimal	38.317038
Cstr_16.xml	objective	R_ACOAD3f	optimal	38.317038
Cstr_16.xml	objective	R_ACOADH2	optimal	38.317038
Cstr_16.xml	objective	R_ACODA	optimal	38.317038
Cstr_16.xml	objective	R_ACONT	optimal	38.317038
Cstr_16.xml	objective	R_ACOTA	optimal	38.317038
Cstr_16.xml	objective	R_ACP1_FMN	optimal	38.317038
Cstr_16.xml	objective	R_ACPS	optimal	38.317038
Cstr_16.xml	objective	R_ACS2	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC100	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC101	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC120	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC121	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC121d6	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC140	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC141d5	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC142	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC160	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC50	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC60	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC70	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC80	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHAC90	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP100	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP40	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP50	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP60	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP70	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP80	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACP90	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACT40	optimal	38.317038
Cstr_16.xml	objective	R_ACSPHACT60	optimal	38.317038
Cstr_16.xml	objective	R_ACTD	optimal	38.317038
Cstr_16.xml	objective	R_ACTD2	optimal	38.317038
Cstr_16.xml	objective	R_ACTD_1	optimal	38.317038
Cstr_16.xml	objective	R_ACTNabc	optimal	38.317038
Cstr_16.xml	objective	R_ACTNabc1	optimal	38.317038
Cstr_16.xml	objective	R_ACYP_2	optimal	38.317038
Cstr_16.xml	objective	R_ACYSBMNt	optimal	38.317038
Cstr_16.xml	objective	R_ACt2rpp	optimal	38.317038
Cstr_16.xml	objective	R_ACt4pp	optimal	38.317038
Cstr_16.xml	objective	R_ACtex	optimal	38.317038
Cstr_16.xml	objective	R_ADCL	optimal	38.317038
Cstr_16.xml	objective	R_ADCS	optimal	38.317038
Cstr_16.xml	objective	R_ADK1	optimal	38.317038
Cstr_16.xml	objective	R_ADK2	optimal	38.317038
Cstr_16.xml	objective	R_ADKd	optimal	38.317038
Cstr_16.xml	objective	R_ADNCYC	optimal	38.317038
Cstr_16.xml	objective	R_ADNUC	optimal	38.317038
Cstr_16.xml	objective	R_ADPGLC	optimal	38.317038
Cstr_16.xml	objective	R_ADPRDP_1	optimal	38.317038
Cstr_16.xml	objective	R_ADPT	optimal	0.0
Cstr_16.xml	objective	R_ADSK	optimal	38.317038
Cstr_16.xml	objective	R_ADSL1r	optimal	0.0
Cstr_16.xml	objective	R_ADSL2r	optimal	38.317038
Cstr_16.xml	objective	R_ADSS	optimal	0.0
Cstr_16.xml	objective	R_AGDC	optimal	38.317038
Cstr_16.xml	objective	R_AGM3PApp	optimal	38.317038
Cstr_16.xml	objective	R_AGM4PCPpp	optimal	38.317038
Cstr_16.xml	objective	R_AGPR	optimal	38.317038
Cstr_16.xml	objective	R_AHCYSNS	optimal	38.317017
Cstr_16.xml	objective	R_AHCi	optimal	38.317038
Cstr_16.xml	objective	R_AHGDx	optimal	38.317038
Cstr_16.xml	objective	R_AHMMPS_1	optimal	38.317038
Cstr_16.xml	objective	R_AHSERL2	optimal	38.317038
Cstr_16.xml	objective	R_AI2abcpp	optimal	38.317038
Cstr_16.xml	objective	R_AI2tpp	optimal	38.317038
Cstr_16.xml	objective	R_AICART	optimal	38.317038
Cstr_16.xml	objective	R_AIRCr	optimal	38.317038
Cstr_16.xml	objective	R_AKGDa	optimal	38.317038
Cstr_16.xml	objective	R_AKGDb	optimal	38.317038
Cstr_16.xml	objective	R_ALAALAD	optimal	38.317038
Cstr_16.xml	objective	R_ALAALAabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALAALAr	optimal	0.0
Cstr_16.xml	objective	R_ALAGLNtr	optimal	38.317038
Cstr_16.xml	objective	R_ALAGLUabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALAGLYtr	optimal	38.317038
Cstr_16.xml	objective	R_ALAHISabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALAHIStex	optimal	38.317038
Cstr_16.xml	objective	R_ALAHIStr	optimal	38.317038
Cstr_16.xml	objective	R_ALALEUabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALALEUt	optimal	38.317038
Cstr_16.xml	objective	R_ALALEUtex	optimal	38.317038
Cstr_16.xml	objective	R_ALAR	optimal	38.317038
Cstr_16.xml	objective	R_ALATA_D	optimal	38.317038
Cstr_16.xml	objective	R_ALATA_L	optimal	38.317038
Cstr_16.xml	objective	R_ALATHRabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALATHRtex	optimal	38.317038
Cstr_16.xml	objective	R_ALATHRtr	optimal	38.317038
Cstr_16.xml	objective	R_ALATRPabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALATRPtex	optimal	38.317038
Cstr_16.xml	objective	R_ALAabc	optimal	38.317038
Cstr_16.xml	objective	R_ALAabcpp	optimal	38.317038
Cstr_16.xml	objective	R_ALAt2r	optimal	38.317038
Cstr_16.xml	objective	R_ALAt4	optimal	38.317038
Cstr_16.xml	objective	R_ALAtpp	optimal	38.317038
Cstr_16.xml	objective	R_ALCD19	optimal	38.317038
Cstr_16.xml	objective	R_ALCD19y	optimal	38.317038
Cstr_16.xml	objective	R_ALCD22_L	optimal	38.317038
Cstr_16.xml	objective	R_ALCD2ir	optimal	38.317038
Cstr_16.xml	objective	R_ALCD2x	optimal	38.317038
Cstr_16.xml	objective	R_ALCD2y	optimal	38.317038
Cstr_16.xml	objective	R_ALDD1	optimal	38.317038
Cstr_16.xml	objective	R_ALDD19xr	optimal	38.317038
Cstr_16.xml	objective	R_ALDD20x	optimal	38.317038
Cstr_16.xml	objective	R_ALDD20y	optimal	38.317038
Cstr_16.xml	objective	R_ALDD2x	optimal	38.317038
Cstr_16.xml	objective	R_ALDD2y	optimal	38.317038
Cstr_16.xml	objective	R_ALDD3y	optimal	38.317038
Cstr_16.xml	objective	R_ALKP	optimal	38.317038
Cstr_16.xml	objective	R_ALLTAMH	optimal	38.317038
Cstr_16.xml	objective	R_ALPHNH	optimal	38.317038
Cstr_16.xml	objective	R_ALR2	optimal	38.317038
Cstr_16.xml	objective	R_ALR4x	optimal	38.317038
Cstr_16.xml	objective	R_AMALT1	optimal	38.317038
Cstr_16.xml	objective	R_AMALT2	optimal	38.317038
Cstr_16.xml	objective	R_AMALT3	optimal	38.317038
Cstr_16.xml	objective	R_AMALT4	optimal	38.317038
Cstr_16.xml	objective	R_AMMQT8	optimal	38.317038
Cstr_16.xml	objective	R_AMMQT8_2	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP1	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP10	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP11	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP12	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP13	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP14	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP15	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP16	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP17	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP18	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP2	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP3	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP4	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP5	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP6	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP7	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP8	optimal	38.317038
Cstr_16.xml	objective	R_AMPEP9	optimal	38.317038
Cstr_16.xml	objective	R_AMPMS2	optimal	38.317038
Cstr_16.xml	objective	R_AMPN	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEAH	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEAL	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEAT	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEATRP	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASECG	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEGGLN	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEGGLU	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEGM	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEGS	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEHG	optimal	38.317038
Cstr_16.xml	objective	R_AMPTASEHH	optimal	38.288837
Cstr_16.xml	objective	R_AMPTASEPG	optimal	38.317038
Cstr_16.xml	objective	R_ANHGMtex	optimal	38.317038
Cstr_16.xml	objective	R_ANPRT	optimal	38.317038
Cstr_16.xml	objective	R_ANS	optimal	38.317038
Cstr_16.xml	objective	R_AP4AH	optimal	38.317038
Cstr_16.xml	objective	R_AP4AS	optimal	38.317038
Cstr_16.xml	objective	R_APRAUR	optimal	38.317038
Cstr_16.xml	objective	R_APRTO2	optimal	38.317038
Cstr_16.xml	objective	R_APSR	optimal	38.317038
Cstr_16.xml	objective	R_APTNAT	optimal	38.317038
Cstr_16.xml	objective	R_ARBT6Pt	optimal	38.317038
Cstr_16.xml	objective	R_ARBTpts	optimal	38.317038
Cstr_16.xml	objective	R_ARGDr	optimal	34.11778
Cstr_16.xml	objective	R_ARGN_1	optimal	38.317038
Cstr_16.xml	objective	R_ARGORNt7pp	optimal	38.317038
Cstr_16.xml	objective	R_ARGR	optimal	38.317038
Cstr_16.xml	objective	R_ARGSL	optimal	38.317038
Cstr_16.xml	objective	R_ARGSS	optimal	38.317038
Cstr_16.xml	objective	R_ARGabc	optimal	38.317038
Cstr_16.xml	objective	R_ARGabcpp	optimal	38.317038
