model	objective	reaction	flux	status	minimum	maximum	fraction_optimum
./model.xml	obj	R_12DGR160tipp	0.0	optimal	0.0	4.551072407821268e-09	1.0
./model.xml	obj	R_1P2CBXLCYCL	0.0	optimal	0.0	1000.0000000819858	1.0
./model.xml	obj	R_1P2CBXLR	0.0	optimal	0.0	1000.0000000819858	1.0
./model.xml	obj	R_2AGPE120tipp	0.0	optimal	0.0	2.562078549317449e-09	1.0
./model.xml	obj	R_2AGPE141tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPE161tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPEAT120	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPEAT141	0.0	optimal	0.0	2.047354286105475e-09	1.0
./model.xml	obj	R_2AGPEAT161	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPG120tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPG140tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPG161tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPG180tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPG181tipp	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPGAT120	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPGAT140	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPGAT161	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPGAT180	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2AGPGAT181	0.0	optimal	0.0	2.0473542861054747e-09	1.0
./model.xml	obj	R_2HH24DDH	0.0	optimal	0.0	2.047354286105475e-08	1.0
./model.xml	obj	R_2HH24DDH1	0.0	optimal	0.0	2.047354286105475e-08	1.0
./model.xml	obj	R_2MAHMP	0.0	optimal	0.0	1.0236771430527374e-08	1.0
./model.xml	obj	R_3HBCOAHL	0.0	optimal	0.0	5.211447273723029e-09	1.0
./model.xml	obj	R_3HPPPNH	0.0	optimal	0.0	8.189417144421899e-09	1.0
./model.xml	obj	R_3MBt2pp	0.0	optimal	0.0	5.849583674587072e-09	1.0
./model.xml	obj	R_3MBt4pp	0.0	optimal	0.0	5.459611429614599e-09	1.0
./model.xml	obj	R_3MBtex	0.0	optimal	0.0	5.849583674587072e-09	1.0
./model.xml	obj	R_3OXCOAT	0.0	optimal	0.0	3.4122571435091248e-09	1.0
./model.xml	obj	R_3PEPTabcpp	0.0	optimal	0.0	1.0236771430527388e-08	1.0
./model.xml	obj	R_4ABUTD	0.0	optimal	-1000.0	0.0	1.0
./model.xml	obj	R_4ABUTabcpp	0.0	optimal	0.0	1.0236771430527374e-08	1.0
./model.xml	obj	R_4ABZGLUH	-8.614636781700824e-15	optimal	0.0	4.09470857221095e-08	1.0
./model.xml	obj	R_4ABZGLUtex	0.0	optimal	0.0	4.09470857221095e-08	1.0
./model.xml	obj	R_4ABZGLUtr	0.0	optimal	0.0	4.09470857221095e-08	1.0
./model.xml	obj	R_4H2KPILY	0.0	optimal	0.0	2.047354286105475e-08	1.0
./model.xml	obj	R_4HGLSD	0.0	optimal	-1000.0	0.0	1.0
./model.xml	obj	R_4HOXPACMOF	-3.0506627138514466e-15	optimal	0.0	2.047354286105475e-08	1.0
./model.xml	obj	R_4PCP	3.4252233109674433	optimal	3.4252233007235064	3.4252233119922764	1.0
./model.xml	obj	R_4PCPpp	0.0	optimal	0.0	1.0248374149313152e-08	1.0
./model.xml	obj	R_4PEPTabcpp	3.4252233109674433	optimal	3.4252233007235064	3.4252233114554613	1.0
./model.xml	obj	R_4PEPTtex	3.4252233109674433	optimal	3.4252233068698685	3.4252233109833004	1.0
./model.xml	obj	R_5DGLCN_Et	0.0	optimal	-4.097574958181033e-08	0.0	1.0
./model.xml	obj	R_5DGLCNt2rpp	0.0	optimal	0.0	4.0993239786806564e-08	1.0
./model.xml	obj	R_5DGLCNtex	0.0	optimal	-8.271806125530277e-24	4.0993239786806564e-08	1.0
./model.xml	obj	R_5DOAN	0.0	optimal	0.0	2.207328296212663e-09	1.0
./model.xml	obj	R_AABTN	0.0	optimal	0.0	8.193401462059619e-09	1.0
./model.xml	obj	R_AACPS9	0.0	optimal	0.0	5.1208759137872605e-09	1.0
./model.xml	obj	R_AALDH	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AASAD3	0.0	optimal	0.0	1.0241751722087779e-08	1.0
./model.xml	obj	R_AATA	0.0	optimal	-1.0243937395452582e-08	0.0	1.0
./model.xml	obj	R_ABG4t2	0.022914743950381216	optimal	0.022914702974619863	0.02291474395053683	1.0
./model.xml	obj	R_ABTA	47.97532180324874	optimal	8.334698618789986	47.97532182449709	1.0
./model.xml	obj	R_ABTt	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ABUTD	0.0	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ABUTt2pp	0.0	optimal	0.0	4.096692268207088e-08	1.0
./model.xml	obj	R_ABUTt2r	47.97532180324874	optimal	8.334698598304474	47.97532182449709	1.0
./model.xml	obj	R_ABUTtex	0.0	optimal	0.0	4.0968267307571145e-08	1.0
./model.xml	obj	R_ACACT1r	0.0	optimal	-1.0243033068359872e-08	1.4338688458792603e-08	1.0
