model	objective	reaction	status	value
./model.xml	obj	R_12DGR161tipp	optimal	34.56549897643906
./model.xml	obj	R_12PPDRDH	optimal	34.56549897643912
./model.xml	obj	R_1P2CBXLCYCL	optimal	34.56549897643897
./model.xml	obj	R_1P2CBXLR	optimal	34.565498976439095
./model.xml	obj	R_23CTI1	optimal	34.56549897643904
./model.xml	obj	R_2AGPE120tipp	optimal	34.56549897645002
./model.xml	obj	R_2AGPE141tipp	optimal	34.565498976439045
./model.xml	obj	R_2AGPE161tipp	optimal	34.56549897645002
./model.xml	obj	R_2AGPEAT120	optimal	34.565498976439116
./model.xml	obj	R_2AGPEAT141	optimal	34.565498976439066
./model.xml	obj	R_2AGPEAT161	optimal	34.56549897643904
./model.xml	obj	R_2AGPG120tipp	optimal	34.56549897643903
./model.xml	obj	R_2AGPG140tipp	optimal	34.56549897643909
./model.xml	obj	R_2AGPG141tipp	optimal	34.565498976439045
./model.xml	obj	R_2AGPG161tipp	optimal	34.56549897643908
./model.xml	obj	R_2AGPG180tipp	optimal	34.56549897643904
./model.xml	obj	R_2AGPG181tipp	optimal	34.56549897643909
./model.xml	obj	R_2AGPGAT120	optimal	34.56549897643906
./model.xml	obj	R_2AGPGAT140	optimal	34.56549897643909
./model.xml	obj	R_2AGPGAT141	optimal	34.56549897643896
./model.xml	obj	R_2AGPGAT161	optimal	34.56549897643907
./model.xml	obj	R_2AGPGAT180	optimal	34.565498976439095
./model.xml	obj	R_2AGPGAT181	optimal	34.56549897643905
./model.xml	obj	R_2DHPFALDL	optimal	34.56549897643904
./model.xml	obj	R_2HH24DDH	optimal	34.565498976439045
./model.xml	obj	R_2HH24DDH1	optimal	34.565498976439265
./model.xml	obj	R_2MAHMP	optimal	34.565498976439095
./model.xml	obj	R_3HBCOAHL	optimal	34.56549897643907
./model.xml	obj	R_3HCINNMH	optimal	34.565498976439116
./model.xml	obj	R_3MBt2pp	optimal	34.56549897643902
./model.xml	obj	R_3MBt4pp	optimal	34.56549897643889
./model.xml	obj	R_3MBtex	optimal	34.56549897643907
./model.xml	obj	R_3OXCOAT	optimal	34.56549897643909
./model.xml	obj	R_3PEPTabcpp	optimal	34.56549897643907
./model.xml	obj	R_4ABUTD	optimal	34.56549897643908
./model.xml	obj	R_4ABUTabcpp	optimal	34.565498976438946
./model.xml	obj	R_4ABZGLUH	optimal	34.56549897643906
./model.xml	obj	R_4ABZGLUtex	optimal	34.56549897643906
./model.xml	obj	R_4ABZGLUtr	optimal	34.56549897643889
./model.xml	obj	R_4H2KPILY	optimal	34.56549897643905
./model.xml	obj	R_4HBAt	optimal	34.56549897643904
./model.xml	obj	R_4HGLSD	optimal	34.56549897643889
./model.xml	obj	R_4HOXPACMOF	optimal	34.5654989764391
./model.xml	obj	R_4PCP	optimal	34.56549897643889
./model.xml	obj	R_4PCPpp	optimal	34.56549897643907
./model.xml	obj	R_4PEPTabcpp	optimal	34.56549897643903
./model.xml	obj	R_5DGLCN_Et	optimal	34.56549897641778
./model.xml	obj	R_5DGLCNt2rpp	optimal	34.56549897643875
./model.xml	obj	R_5DGLCNtex	optimal	34.56549897643905
./model.xml	obj	R_5DOAN	optimal	34.56549897643911
./model.xml	obj	R_6ATHAtexi	optimal	34.56549897643907
./model.xml	obj	R_AABTN	optimal	34.5654989764391
./model.xml	obj	R_AACPS2	optimal	34.56549897643909
./model.xml	obj	R_AACPS9	optimal	34.56549897643906
./model.xml	obj	R_AALDH	optimal	34.56549897643907
./model.xml	obj	R_ABG4t2	optimal	34.56540873271776
./model.xml	obj	R_ABTA	optimal	34.46341500355021
./model.xml	obj	R_ABUTD	optimal	34.56549897643906
./model.xml	obj	R_ABUTt2pp	optimal	34.56549897645002
./model.xml	obj	R_ABUTt2r	optimal	34.5092106407908
./model.xml	obj	R_ABUTtex	optimal	34.56549897643907
./model.xml	obj	R_ACACT1r	optimal	34.565498976439066
./model.xml	obj	R_ACACT3r	optimal	34.56549897643902
./model.xml	obj	R_ACACT4r	optimal	34.565498976439066
./model.xml	obj	R_ACACT6r_1	optimal	34.565498976438775
./model.xml	obj	R_ACACT7r	optimal	34.56549897643909
./model.xml	obj	R_ACACT8r	optimal	34.56549897643908
./model.xml	obj	R_ACAC_Et	optimal	34.56549897643904
./model.xml	obj	R_ACALDt	optimal	34.56549897643905
./model.xml	obj	R_ACCOAC	optimal	34.56549897643902
./model.xml	obj	R_ACGAMK	optimal	34.56549897643906
./model.xml	obj	R_ACGAMPM	optimal	34.56549897648607
./model.xml	obj	R_ACGApts	optimal	34.565498976438995
