	Cstr_1115
EX_12dgr160_e	0.955485460720731
EX_12dgr180_e	0.9554854607205943
EX_1ag160_e	0.9747003408685297
EX_1ag180_e	0.9747003408685283
EX_1ag181d9_e	0.9747003408743321
EX_1ag182d9d12_e	0.9747003408682648
EX_3h4atb_e	0.30501891693824734
EX_3hcinnm_e	0.3050189169382566
EX_3mb_e	0.3050189169382566
EX_4abut_e	0.32915704430050796
EX_4abzglu_e	0.3050363121912284
EX_4ahmmp_e	0.30502666026697467
EX_4hba_e	0.3050189169382565
EX_4hphac_e	0.3050189169382488
EX_5dglcn_e	0.3050189169382488
EX_5drib_e	0.3050189169382488
EX_5mcsn_e	0.305225545604803
EX_6atha_e	0.3050189169382525
EX_LalaLglu_e	0.30501891693826794
EX_R_3hcmrs7e_e	0.30501891693826794
EX_abg4_e	0.3050369235621029
EX_ac_e	0.3050189169382821
EX_acac_e	0.30501891693826205
EX_acald_e	0.30603838010275075
EX_acgam_e	0.5739949767715319
EX_acglu_e	0.3050189169387854
EX_actn__R_e	0.30501891693825856
EX_acysbmn_e	0.30501891693825856
EX_ala_B_e	0.30501891693825856
EX_ala_L_asp__L_e	0.30501891693825856
EX_ala_L_glu__L_e	0.30501891693825856
EX_ala_L_thr__L_e	0.3074991689848764
EX_ala__D_e	0.3183878972206398
EX_ala__L_e	0.3183878972206347
EX_ala_L_gln__L_e	0.30837045447764716
EX_ala_L_his__L_e	0.30845695977990994
EX_ala_L_leu__L_e	0.3050189169382434
EX_alagly_e	0.3050189169382595
EX_alahis_e	0.30845695978449017
EX_ala_L_Thr__L_e	0.3074991689848628
EX_alatrp_e	0.3073311338323993
EX_anhgm_e	0.3050189169382491
EX_arbt6p_e	0.3050189169382492
EX_arbt_e	0.3050189169382724
EX_arg__L_e	1.6467321732151097
EX_asn__L_e	0.30695341634336126
EX_asp__L_e	0.3291570443005087
EX_bmn_e	0.30501891693827055
EX_but_e	0.30501891693825145
EX_ca2_e	0.30501891693825145
EX_cgly_e	0.30501891693825145
EX_chol_e	0.30501891693825145
EX_cit_e	0.30501891693825145
EX_cl_e	0.30501891693825145
EX_cmcbtt_e	0.30501891693825145
EX_co2_e	0.30501891693825145
EX_cobalt2_e	0.30501891693825145
EX_4crsol_e	0.30501891693825145
EX_cu2_e	0.30501891693825145
EX_cu_e	0.30501891693825145
EX_cyan_e	0.30501891693825145
EX_cys__L_e	0.30501891693825145
EX_dag181d9_e	0.9554854607207939
EX_dag182d9d12_e	0.9554854607204237
EX_dca_e	0.30501891693824684
EX_dhptd_e	0.3050189169382508
EX_drib_e	0.3262751973617291
EX_fe3dcit_e	0.3050189169382501
EX_fe3pyovd_kt_e	0.3050189169382522
EX_for_e	0.4108860705666751
EX_fru_e	13.0360198263824
EX_fum_e	0.3291570443018641
EX_g3pe_e	0.3093727812032653
EX_gam_e	13.068782308165968
EX_glc__D_e	13.036019826382448
EX_glcn__D_e	4.6433204209641845
EX_glcr_e	0.305018916938271
EX_glcur_e	0.3050189169382708
EX_gln__L_e	0.3070210397587765
EX_glu__L_e	0.3291570443005286
EX_gly_asn__L_e	0.3074815733375946
EX_gly_asp__L_e	0.30501891693824734
EX_gly_e	0.3308059243826375
EX_gly_gln__L_e	0.31145044069196204
EX_gly_glu__L_e	0.3050189169382485
EX_gly_leu__L_e	0.3050937850340936
EX_gly_met__L_e	0.3062512322544565
EX_gly_pro__L_e	0.3050189169382573
EX_gly_tyr__L_e	0.3080782527234028
EX_glyald_e	12.345850091671238
EX_glyb_e	0.30501891693823197
EX_glyc3p_e	0.312573692387656
EX_glyc_e	0.9747003408687189
EX_glyclt_e	0.32569492227877644
EX_glygln_e	0.3114504406919438
EX_glyglu_e	0.30501891693823396
EX_glygly_e	0.30586189182157075
EX_glyglygln_e	0.31316975283742793
EX_glymet_e	0.30625123225446543
EX_gly_phe__L_e	0.30904181553085086
EX_glyser_e	0.3078470708157683
EX_gthrd_e	0.30501891693824906
EX_gua_e	0.31555371348070377
EX_hdca_e	0.30501891693824845
EX_his__L_e	0.30839258812843906
EX_hisgly_e	0.31060499183832607
EX_hishis_e	0.3193782462226956
EX_hxa_e	0.30501891693825456
EX_hxan_e	0.3192602961508192
EX_ile__L_e	0.30710863995997884
EX_ind3ac_e	0.30501891693825395
EX_indole_e	0.30501891693824823
EX_inost_e	0.30501891693824823
EX_istfrnA_e	0.30501891693824823
EX_istfrnB_e	0.30501891693824823
EX_lac__D_e	0.30501891693824823
EX_lac__L_e	0.31838789722061966
EX_lcts_e	11.40645034078253
EX_leu__L_e	0.3057692554588779
EX_leuleu_e	0.30501891693824823
EX_lipoate_e	0.3050189169382594
EX_lnlc_e	0.3050189169382594
EX_lys__L_e	0.307664195806177
EX_lysglugly_e	0.30749027982044036
EX_mal__L_e	0.3291570443004936
EX_malt_e	13.036019826382407
EX_malthp_e	15.881642668658682
EX_man_e	13.03601982638223
EX_melib_e	0.3050189169362831
EX_met_L_ala__L_e	0.306019415231304
EX_met__D_e	0.30591649805533705
EX_met__L_e	0.3059164980553267
EX_metsox_R__L_e	0.3059936794459259
EX_metsox_S__L_e	0.30599367944592265
EX_mnl_e	6.569154630129235
EX_ocdca_e	0.30501891693824906
EX_ocdcea_e	0.3050189169382565
EX_octa_e	0.3050189169382565
EX_orn__L_e	0.3050189169382565
EX_pacald_e	0.3050189169382565
EX_peamn_e	0.30501891693825606
EX_phe__L_e	0.30863160542958246
EX_pheme_e	0.3050189169382545
EX_pnto__R_e	0.30501891693825073
EX_ppa_e	0.30501891693825073
EX_pro__L_e	0.3050189169382538
EX_progly_e	0.3050189169382538
EX_prohisglu_e	0.30848915569090085
EX_ptrc_e	0.3050189169382516
EX_pyovd_kt_e	0.30501891693825584
