model	objective	reaction	flux	status	minimum	maximum	fraction_optimum
./model.xml	obj	R_12DGR161tipp	0.0	optimal	0.0	9.94759830064139e-12	1.0
./model.xml	obj	R_12PPDRDH	0.0	optimal	0.0	7.1418654466143376e-12	1.0
./model.xml	obj	R_1P2CBXLCYCL	7.640876376236744	optimal	0.0	29.29339624509691	1.0
./model.xml	obj	R_1P2CBXLR	7.640876376236744	optimal	0.0	1000.0	1.0
./model.xml	obj	R_23CTI1	0.0	optimal	0.0	1.3415046851150692e-11	1.0
./model.xml	obj	R_2AGPE120tipp	0.0	optimal	0.0	4.73148505728545e-12	1.0
./model.xml	obj	R_2AGPE141tipp	0.0	optimal	-9.852859269206722e-13	-9.852859269206722e-13	1.0
./model.xml	obj	R_2AGPE161tipp	0.0	optimal	-9.950151813598042e-13	-9.950151813598042e-13	1.0
./model.xml	obj	R_2AGPEAT120	0.0	optimal	-5.684341886080801e-13	-5.684341886080801e-13	1.0
./model.xml	obj	R_2AGPEAT141	0.0	optimal	-8.905468954859922e-13	-8.905468954859922e-13	1.0
./model.xml	obj	R_2AGPEAT161	0.0	optimal	-8.934348510910642e-13	-8.934348510910642e-13	1.0
./model.xml	obj	R_2AGPG120tipp	0.0	optimal	-4.050564151935724e-13	-4.050564151935724e-13	1.0
./model.xml	obj	R_2AGPG140tipp	0.0	optimal	-1.0643441518466533e-12	-1.0643441518466533e-12	1.0
./model.xml	obj	R_2AGPG141tipp	0.0	optimal	-8.905468954859922e-13	-8.905468954859922e-13	1.0
./model.xml	obj	R_2AGPG161tipp	0.0	optimal	-1.0643441518466535e-12	-1.0643441518466535e-12	1.0
./model.xml	obj	R_2AGPG180tipp	0.0	optimal	-1.0643441518466537e-12	-1.0643441518466537e-12	1.0
./model.xml	obj	R_2AGPG181tipp	0.0	optimal	-1.0643441518466537e-12	-1.0643441518466537e-12	1.0
./model.xml	obj	R_2AGPGAT120	0.0	optimal	-1.012641037983931e-12	-1.012641037983931e-12	1.0
./model.xml	obj	R_2AGPGAT140	0.0	optimal	-1.1782368318743534e-12	-1.1782368318743534e-12	1.0
./model.xml	obj	R_2AGPGAT141	0.0	optimal	-1.1937117960769683e-12	-1.1937117960769683e-12	1.0
./model.xml	obj	R_2AGPGAT161	0.0	optimal	-6.542867386727579e-13	-6.542867386727579e-13	1.0
./model.xml	obj	R_2AGPGAT180	0.0	optimal	-4.5149915552298913e-13	-4.5149915552298913e-13	1.0
./model.xml	obj	R_2AGPGAT181	0.0	optimal	-3.6439397792716383e-13	-3.6439397792716383e-13	1.0
./model.xml	obj	R_2DHPFALDL	0.0	optimal	-6.428679785331192e-12	-6.428679785331192e-12	1.0
./model.xml	obj	R_2HH24DDH	0.0	optimal	-3.214339892665597e-12	-3.214339892665597e-12	1.0
./model.xml	obj	R_2HH24DDH1	0.0	optimal	-3.214339892665597e-12	-3.214339892665597e-12	1.0
./model.xml	obj	R_2MAHMP	0.0	optimal	-1.6071699463327984e-12	-1.6071699463327984e-12	1.0
./model.xml	obj	R_3HBCOAHL	0.0	optimal	-1.0714466308885319e-12	-1.0714466308885319e-12	1.0
./model.xml	obj	R_3HCINNMH	0.0	optimal	-2.1428932617770638e-12	-2.1428932617770638e-12	1.0
./model.xml	obj	R_3MBt2pp	0.0	optimal	-1.2985426625910545e-12	-1.2985426625910545e-12	1.0
./model.xml	obj	R_3MBt4pp	0.0	optimal	-1.5149664396895623e-12	-1.5149664396895623e-12	1.0
